Date,Consumption [kWh],Grid Organi lbc (L1) [kWh],Grid Organi lbc (L2) [kWh],Grid Organi lbc (L3) [kWh],Chargers (L1) [kWh],Chargers (L2) [kWh],Chargers (L3) [kWh],Solar (L1) [kWh],Solar (L2) [kWh],Solar (L3) [kWh],Chargers achteraan (L1) [kWh],Chargers achteraan (L2) [kWh],Chargers achteraan (L3) [kWh]
2024-07-29 15:00:00,"40,015","7,489","3,647","4,211","0,179","0,367","0,153","8,169","8,268","8,231","0,312","0,317","0,313"
2024-07-29 14:00:00,"47,272","7,697","8,044","5,35","0,113","3,407","0,09","8,669","8,772","8,74","0,664","0,663","0,664"
2024-07-29 13:00:00,"40,198","4,553","5,263","3,856","1,78","4,705","1,775","8,784","8,891","8,85","0,124","0,127","0,126"
2024-07-29 12:00:00,"57,509","11,201","9,086","11,445","3,914","3,942","3,98","8,537","8,642","8,599","1,199","1,204","1,201"
2024-07-29 11:00:00,"63,243","11,714","10,254","17,908","3,936","5,145","10,455","7,744","7,832","7,791","1,015","1,019","1,252"
2024-07-29 10:00:00,"69,32","13,569","14,168","22,362","3,941","7,68","10,702","6,369","6,449","6,403","1,121","1,124","1,982"
2024-07-29 09:00:00,"89,011","22,183","22,743","29,384","5,186","7,222","10,05","4,872","4,934","4,894","2,936","2,936","3,782"
2024-07-29 08:00:00,"76,063","20,233","20,97","25,604","3,846","3,851","9,089","3,068","3,107","3,081","2,691","2,69","2,805"
2024-07-29 07:00:00,"47,924","15,329","14,445","14,107","1,335","1,337","1,324","1,339","1,358","1,346","2,274","2,275","2,264"
2024-07-29 06:00:00,"16,492","4,889","5,223","5,771","0,032","0,025","0,017","0,201","0,203","0,205","0,329","0,328","0,326"
2024-07-29 05:00:00,"11,567","3,316","3,775","4,483","0,032","0,025","0,017","-0,001","-0,005","-0,001","0,006","0,006","0,005"
2024-07-29 04:00:00,"11,614","3,326","3,804","4,492","0,032","0,025","0,018","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-29 03:00:00,"11,613","3,309","3,784","4,529","0,032","0,025","0,018","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-29 02:00:00,"11,644","3,418","3,775","4,459","0,032","0,025","0,018","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-29 01:00:00,"12,995","3,768","4,262","4,973","0,48","0,475","0,466","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-29 00:00:00,"12,048","3,319","4,11","4,627","0,033","0,025","0,017","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-28 23:00:00,"11,738","3,295","3,873","4,578","0,033","0,025","0,017","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-28 22:00:00,"12,183","3,549","3,929","4,713","0,032","0,025","0,017","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-28 21:00:00,"11,84","3,33","3,753","4,521","0,032","0,025","0,017","0,079","0,077","0,081","0,006","0,006","0,005"
2024-07-28 20:00:00,"11,817","2,746","3,352","4,148","0,032","0,025","0,017","0,52","0,526","0,525","0,006","0,006","0,005"
2024-07-28 19:00:00,"11,752","0,919","1,555","2,331","0,032","0,026","0,017","2,3","2,332","2,315","0,005","0,005","0,005"
2024-07-28 18:00:00,"12,089","-0,777","-0,243","0,557","0,032","0,028","0,018","4,156","4,21","4,187","0,005","0,005","0,006"
2024-07-28 17:00:00,"12,056","-1,505","-0,853","-0,069","0,032","0,029","0,017","4,795","4,857","4,832","0,004","0,006","0,006"
2024-07-28 16:00:00,"11,822","-1,077","-0,407","0,344","0,031","0,029","0,017","4,288","4,348","4,327","0,005","0,006","0,006"
2024-07-28 15:00:00,"12,098","-3,84","-3,179","-2,411","0,032","0,029","0,017","7,124","7,221","7,183","0,004","0,006","0,006"
2024-07-28 14:00:00,"12,141","-2,041","-1,491","-0,757","0,031","0,029","0,017","5,437","5,511","5,482","0,004","0,006","0,006"
2024-07-28 13:00:00,"12,112","-2,438","-1,825","-1,054","0,032","0,029","0,017","5,769","5,846","5,814","0,004","0,005","0,006"
2024-07-28 12:00:00,"12,111","-3,385","-2,746","-1,965","0,032","0,029","0,017","6,687","6,779","6,742","0,003","0,005","0,006"
2024-07-28 11:00:00,"12,081","-2,238","-1,669","-0,916","0,032","0,029","0,017","5,594","5,671","5,639","0,004","0,005","0,006"
2024-07-28 10:00:00,"12,334","-2,767","-2,243","-1,47","0,031","0,029","0,018","6,226","6,313","6,275","0,004","0,005","0,006"
2024-07-28 09:00:00,"12,075","-1,38","-0,945","-0,251","0,032","0,028","0,018","4,849","4,917","4,886","0,005","0,005","0,006"
2024-07-28 08:00:00,"11,724","0,222","0,743","1,43","0,032","0,028","0,018","3,089","3,131","3,11","0,005","0,006","0,006"
2024-07-28 07:00:00,"11,761","2,017","2,509","3,209","0,032","0,028","0,018","1,332","1,351","1,341","0,006","0,006","0,006"
2024-07-28 06:00:00,"11,674","3,138","3,612","4,278","0,032","0,028","0,018","0,214","0,215","0,218","0,006","0,006","0,006"
2024-07-28 05:00:00,"11,724","3,418","3,785","4,525","0,032","0,028","0,018",0,"-0,004",0,"0,006","0,006","0,006"
2024-07-28 04:00:00,"11,596","3,323","3,786","4,495","0,032","0,028","0,018","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-07-28 03:00:00,"11,683","3,327","3,803","4,561","0,031","0,028","0,018","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-28 02:00:00,"11,605","3,289","3,793","4,531","0,031","0,028","0,018","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-07-28 01:00:00,"11,866","3,449","3,834","4,591","0,032","0,028","0,018","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-28 00:00:00,"11,713","3,286","3,816","4,619","0,032","0,028","0,017","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-27 23:00:00,"11,668","3,336","3,808","4,533","0,032","0,028","0,017","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-27 22:00:00,"11,691","3,285","3,837","4,577","0,032","0,029","0,017","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-27 21:00:00,"11,924","3,469","3,753","4,487","0,032","0,028","0,017","0,072","0,07","0,074","0,006","0,006","0,005"
2024-07-27 20:00:00,"11,792","2,488","3,054","3,762","0,032","0,028","0,017","0,824","0,834","0,83","0,006","0,006","0,005"
2024-07-27 19:00:00,"11,747","1,302","1,905","2,642","0,032","0,028","0,017","1,953","1,98","1,964","0,005","0,005","0,005"
2024-07-27 18:00:00,"11,832","1,999","2,57","3,337","0,032","0,028","0,018","1,301","1,317","1,308","0,006","0,005","0,005"
2024-07-27 17:00:00,"11,921","-0,355","0,235","0,957","0,032","0,028","0,017","3,671","3,719","3,693","0,005","0,005","0,005"
2024-07-27 16:00:00,"12,087","-1,395","-0,921","-0,19","0,032","0,028","0,017","4,833","4,896","4,865","0,004","0,005","0,006"
2024-07-27 15:00:00,"11,935","0,324","0,907","1,624","0,032","0,028","0,018","3,008","3,046","3,026","0,005","0,005","0,006"
2024-07-27 14:00:00,"12,073","-1,099","-0,466","0,278","0,032","0,028","0,018","4,422","4,484","4,454","0,005","0,005","0,006"
2024-07-27 13:00:00,"12,021","-1,863","-1,238","-0,529","0,032","0,028","0,017","5,18","5,252","5,218","0,004","0,005","0,006"
2024-07-27 12:00:00,"12,092","-2,048","-1,559","-0,845","0,032","0,028","0,017","5,476","5,554","5,514","0,004","0,005","0,006"
2024-07-27 11:00:00,"11,978","-0,955","-0,37","0,384","0,032","0,028","0,017","4,277","4,337","4,306","0,005","0,005","0,006"
2024-07-27 10:00:00,"12,205","-1,045","-0,481","0,257","0,032","0,028","0,017","4,462","4,523","4,49","0,005","0,005","0,006"
2024-07-27 09:00:00,"11,84","-0,439","0,119","0,901","0,032","0,028","0,017","3,729","3,78","3,751","0,005","0,005","0,006"
2024-07-27 08:00:00,"11,908","1,387","1,79","2,573","0,032","0,028","0,017","2,039","2,068","2,051","0,006","0,006","0,006"
2024-07-27 07:00:00,"11,729","2,488","3,031","3,799","0,032","0,028","0,017","0,799","0,809","0,803","0,006","0,006","0,005"
2024-07-27 06:00:00,"11,78","3,097","3,628","4,453","0,032","0,028","0,018","0,199","0,2","0,203","0,006","0,006","0,005"
2024-07-27 05:00:00,"11,71","3,301","3,82","4,593","0,032","0,028","0,018",0,"-0,005",0,"0,006","0,006","0,005"
2024-07-27 04:00:00,"11,771","3,299","3,843","4,637","0,032","0,028","0,018","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-27 03:00:00,"11,932","3,438","3,845","4,658","0,032","0,028","0,018","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-27 02:00:00,"11,746","3,271","3,846","4,638","0,032","0,028","0,018","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-27 01:00:00,"11,968","3,325","3,9","4,751","0,032","0,029","0,017","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-27 00:00:00,"11,931","3,318","3,888","4,733","0,032","0,029","0,017","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-26 23:00:00,"11,742","3,372","3,808","4,571","0,032","0,028","0,017","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-26 22:00:00,"11,729","3,292","3,82","4,626","0,032","0,028","0,017","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-26 21:00:00,"11,766","3,329","3,737","4,505","0,032","0,028","0,018","0,064","0,064","0,067","0,006","0,006","0,005"
2024-07-26 20:00:00,"11,669","2,785","3,355","4,134","0,032","0,028","0,018","0,462","0,467","0,467","0,006","0,006","0,005"
2024-07-26 19:00:00,"12,19","2,465","2,6","3,397","0,032","0,028","0,018","1,235","1,251","1,242","0,006","0,006","0,006"
2024-07-26 18:00:00,"12,476","1,566","1,959","2,524","0,032","0,028","0,018","2,129","2,155","2,142","0,005","0,006","0,006"
2024-07-26 17:00:00,"17,65","1,707","2,464","2,602","0,032","0,028","0,017","3,602","3,65","3,625","0,005","0,005","0,006"
2024-07-26 16:00:00,"20,383","0,221","0,445","0,998","0,032","0,028","0,017","6,202","6,276","6,243","0,004","0,005","0,006"
2024-07-26 15:00:00,"23,148","0,63","0,284","1,72","0,055","0,05","0,04","6,795","6,875","6,843","0,004","0,005","0,007"
2024-07-26 14:00:00,"24,411","1,787","1,158","2,911","0,26","0,254","0,242","6,148","6,219","6,19","0,004","0,005","0,006"
2024-07-26 13:00:00,"24,771","3,553","2,819","4,788","0,032","0,028","0,018","4,51","4,565","4,536","0,004","0,005","0,006"
2024-07-26 12:00:00,"19,792","0,493","0,269","0,919","0,032","0,028","0,018","5,999","6,074","6,039","0,004","0,005","0,006"
2024-07-26 11:00:00,"23,936","2,331","3,36","1,685","0,215","0,397","0,201","5,483","5,556","5,522","0,006","0,595","0,007"
2024-07-26 10:00:00,"45,875","9,436","14,425","7,915","3,771","7,52","3,778","4,669","4,731","4,701","0,47","1,423","0,47"
2024-07-26 09:00:00,"67,728","18,494","24,9","18,468","5,861","9,699","5,873","1,943","1,968","1,954","1,921","2,878","1,913"
2024-07-26 08:00:00,"65,352","18,138","24,261","18,389","7,618","9,786","7,636","1,512","1,532","1,52","1,427","1,633","1,421"
2024-07-26 07:00:00,"47,07","15,144","15,226","14,99","6,865","6,917","6,876","0,567","0,573","0,571","0,969","0,97","0,965"
2024-07-26 06:00:00,"18,4","5,498","6,091","6,429","0,327","0,331","0,315","0,126","0,127","0,13","0,427","0,427","0,425"
2024-07-26 05:00:00,"11,595","3,184","3,811","4,608","0,034","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-26 04:00:00,"11,591","3,204","3,825","4,57","0,034","0,033","0,021","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-07-26 03:00:00,"11,612","3,17","3,84","4,61","0,034","0,033","0,021","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-07-26 02:00:00,"11,77","3,317","3,835","4,626","0,035","0,034","0,021","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-26 01:00:00,"11,812","3,238","3,898","4,684","0,035","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-26 00:00:00,"12,088","3,265","4,116","4,715","0,035","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-25 23:00:00,"11,781","3,245","3,854","4,69","0,035","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-25 22:00:00,"11,969","3,421","3,893","4,664","0,035","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-25 21:00:00,"17,314","5,405","6,008","5,865","0,035","0,034","0,02","0,013","0,01","0,014","0,006","0,006","0,005"
2024-07-25 20:00:00,"18,157","5,597","6,485","5,583","0,035","0,034","0,02","0,162","0,164","0,167","0,006","0,006","0,005"
2024-07-25 19:00:00,"27,289","8,033","8,725","7,883","2,203","2,24","2,22","0,877","0,888","0,883","0,005","0,006","0,006"
2024-07-25 18:00:00,"32,652","9,375","10,394","9,529","3,868","3,895","3,885","1,112","1,126","1,118","0,005","0,006","0,006"
2024-07-25 17:00:00,"40,984","11,886","11,624","11,989","3,695","3,738","3,709","1,817","1,841","1,828","0,626","0,625","0,625"
2024-07-25 16:00:00,"36,632","9,3","9,111","9,45","0,034","0,032","0,022","2,906","2,942","2,923","0,97","0,968","0,969"
2024-07-25 15:00:00,"43,133","10,706","10,098","11,035","0,033","0,033","0,022","3,741","3,79","3,764","1,405","1,402","1,403"
2024-07-25 14:00:00,"32,092","6,317","5,774","6,532","0,293","0,288","0,267","4,461","4,518","4,49","0,485","0,487","0,481"
2024-07-25 13:00:00,"56,464","13,505","15,762","12,992","5,292","8,804","5,416","4,705","4,763","4,737","0,93","0,931","0,929"
2024-07-25 12:00:00,"87,839","21,963","27,087","20,816","10,182","16,563","9,517","5,953","6,024","5,997","2,234","2,237","2,228"
2024-07-25 11:00:00,"91,049","27,963","27,637","21,83","13,369","16,567","9,911","4,509","4,567","4,542","2,385","1,823","1,82"
2024-07-25 10:00:00,"96,871","30,747","30,666","24,024","13,5","17,957","10,684","3,787","3,835","3,813","3,009","2,133","2,131"
2024-07-25 09:00:00,"88,452","28,017","30,272","24,191","8,342","13,033","6,962","1,978","2,003","1,991","3,196","2,702","2,694"
2024-07-25 08:00:00,"94,766","29,951","31,419","27,812","10,608","11,116","8,914","1,85","1,873","1,861","3,269","3,118","3,113"
2024-07-25 07:00:00,"40,898","12,077","14,599","11,913","4,656","6,213","4,2","0,765","0,775","0,77","0,709","0,711","0,709"
2024-07-25 06:00:00,"15,582","3,222","7,369","4,231","0,044","3,767","0,02","0,251","0,253","0,256","0,006","0,007","0,006"
2024-07-25 05:00:00,"13,562","3,485","5,626","4,457","0,04","1,767","0,02",0,"-0,004",0,"0,006","0,007","0,005"
2024-07-25 04:00:00,"11,761","3,461","3,89","4,418","0,037","0,034","0,021","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-25 03:00:00,"12,091","3,653","3,934","4,513","0,038","0,033","0,021","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-07-25 02:00:00,"11,776","3,426","3,911","4,448","0,037","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-25 01:00:00,"12,01","3,508","3,969","4,54","0,038","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-25 00:00:00,"12,267","3,482","4,196","4,597","0,037","0,034","0,021","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-24 23:00:00,"12,106","3,664","3,922","4,527","0,037","0,034","0,021","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-24 22:00:00,"12,004","3,542","3,938","4,533","0,036","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-24 21:00:00,"12,088","3,525","3,864","4,504","0,036","0,034","0,02","0,065","0,064","0,068","0,006","0,006","0,005"
2024-07-24 20:00:00,"12,408","2,849","3,552","3,863","0,035","0,034","0,02","0,71","0,719","0,715","0,006","0,006","0,005"
2024-07-24 19:00:00,"16,358","3,053","3,678","3,026","0,677","0,678","0,663","2,185","2,216","2,2","0,005","0,006","0,006"
2024-07-24 18:00:00,"25,571","4,333","5,14","4,327","3,486","3,496","3,477","3,897","3,951","3,923","0,004","0,008","0,006"
2024-07-24 17:00:00,"23,238","2,713","1,533","1,932","0,034","0,034","0,02","5,648","5,722","5,691","0,004","0,006","0,006"
2024-07-24 16:00:00,"28,1","2,798","0,494","2,297","0,034","0,034","0,02","7,454","7,547","7,511","0,004","0,006","0,006"
2024-07-24 15:00:00,"28,6","1,238","0,036","2,093","0,035","0,034","0,02","8,357","8,458","8,419","0,004","0,006","0,006"
2024-07-24 14:00:00,"30,064","2,131","0,619","2,106","0,296","0,293","0,278","8,35","8,448","8,411","0,005","0,007","0,008"
2024-07-24 13:00:00,"34,175","4,071","3,853","7,571","0,039","0,034","3,126","6,19","6,262","6,229","0,022","0,024","0,026"
2024-07-24 12:00:00,"30,021","1,806","3,111","6,289","0,042","0,034","4,101","6,236","6,309","6,271","0,021","0,023","0,025"
2024-07-24 11:00:00,"27,488","-0,451","1,562","2,981","0,041","0,034","3,841","7,754","7,848","7,796","0,024","0,558","0,028"
2024-07-24 10:00:00,"31,782","4,282","10,2","7,857","0,045","2,245","3,781","3,128","3,17","3,145","0,024","0,975","0,025"
2024-07-24 09:00:00,"53,554","13,098","17,751","16,909","3,437","4,645","7,17","1,92","1,946","1,932","1,086","2,03","1,08"
2024-07-24 08:00:00,"63,677","20,36","19,183","22,445","6,406","3,88","8,814","0,56","0,566","0,564","1,941","2,233","1,93"
2024-07-24 07:00:00,"34,821","11,078","11,236","11,573","3,008","3,012","3,003","0,309","0,312","0,314","0,818","0,814","0,813"
2024-07-24 06:00:00,"15,607","4,06","5,805","5,575","0,034","0,034","0,02","0,056","0,055","0,058","0,006","0,006","0,006"
2024-07-24 05:00:00,"12,303","3,419","4,147","4,744","0,035","0,034","0,02","-0,001","-0,005","-0,001","0,006","0,006","0,005"
2024-07-24 04:00:00,"11,938","3,572","3,825","4,549","0,035","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-24 03:00:00,"11,973","3,493","3,882","4,605","0,034","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-24 02:00:00,"11,683","3,404","3,782","4,505","0,035","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-24 01:00:00,"11,946","3,453","3,873","4,629","0,035","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-24 00:00:00,"12,217","3,479","4,099","4,647","0,035","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-23 23:00:00,"12,035","3,594","3,846","4,604","0,035","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-23 22:00:00,"12,532","3,598","3,97","4,972","0,052","0,052","0,039","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-23 21:00:00,"13,072","3,731","3,939","5,284","0,035","0,034","0,02","0,039","0,037","0,042","0,006","0,006","0,005"
2024-07-23 20:00:00,"13,212","3,022","3,387","4,755","0,035","0,034","0,02","0,677","0,687","0,683","0,006","0,006","0,005"
2024-07-23 19:00:00,"14,108","2,675","2,662","4,025","0,035","0,034","0,02","1,571","1,593","1,581","0,006","0,006","0,006"
2024-07-23 18:00:00,"16,689","3,607","3,983","4,109","0,035","0,034","0,02","1,653","1,675","1,662","0,006","0,006","0,006"
2024-07-23 17:00:00,"19,032","5,368","5,253","5,26","0,035","0,034","0,02","1,044","1,058","1,05","0,007","0,007","0,006"
2024-07-23 16:00:00,"32,067","9,053","9,323","9,349","0,035","0,035","0,021","1,439","1,457","1,446","0,608","0,606","0,603"
2024-07-23 15:00:00,"27,588","6,306","7,007","6,925","0,035","0,034","0,021","2,435","2,466","2,449","0,13","0,132","0,131"
2024-07-23 14:00:00,"37,647","5,488","6,769","5,948","0,035","0,033","0,02","6,44","6,514","6,488","0,643","0,642","0,642"
2024-07-23 13:00:00,"34,538","2,66","4,752","3,133","1,079","1,081","1,067","7,948","8,034","8,01","0,005","0,006","0,007"
2024-07-23 12:00:00,"52,819","11,208","10,434","12,336","4,972","4,993","6,974","6,244","6,317","6,282","0,799","0,501","0,498"
2024-07-23 11:00:00,"92,796","25,017","21,563","29,513","10,536","10,576","17,048","5,538","5,602","5,565","2,704","1,751","1,954"
2024-07-23 10:00:00,"96,399","26,11","25,179","33,797","12,259","15,44","19,629","3,751","3,795","3,768","2,291","1,339","2,192"
2024-07-23 09:00:00,"83,764","24,353","23,149","29,956","9,288","9,987","12,731","2,092","2,114","2,098","2,128","1,836","2,684"
2024-07-23 08:00:00,"88,955","26,491","25,377","32,642","12,354","11,953","16,148","1,475","1,492","1,479","1,873","1,866","2,296"
2024-07-23 07:00:00,"47,006","14,062","14,332","17,847","6,004","6,042","6,982","0,253","0,255","0,257","0,685","0,684","1,114"
2024-07-23 06:00:00,"15,683","3,787","6,056","5,618","0,035","0,034","0,02","0,074","0,073","0,076","0,006","0,006","0,006"
2024-07-23 05:00:00,"12,566","3,453","4,246","4,875","0,035","0,033","0,02","-0,001","-0,005","-0,001","0,006","0,006","0,005"
2024-07-23 04:00:00,"11,836","3,275","3,915","4,654","0,035","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,006"
2024-07-23 03:00:00,"11,903","3,324","3,923","4,663","0,035","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-23 02:00:00,"11,854","3,272","3,933","4,657","0,035","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-23 01:00:00,"12,052","3,41","3,968","4,683","0,035","0,034","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-23 00:00:00,"12,253","3,339","4,208","4,714","0,035","0,033","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-22 23:00:00,"12,578","3,316","4,61","4,661","0,035","0,033","0,019","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-22 22:00:00,"12,707","3,285","4,741","4,689","0,035","0,034","0,019","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-22 21:00:00,"12,872","3,424","4,697","4,647","0,035","0,034","0,019","0,034","0,033","0,037","0,006","0,006","0,005"
2024-07-22 20:00:00,"12,684","2,896","4,395","4,345","0,035","0,034","0,02","0,346","0,35","0,351","0,006","0,006","0,005"
2024-07-22 19:00:00,"12,974","1,743","2,987","2,908","0,035","0,034","0,02","1,766","1,792","1,778","0,006","0,006","0,005"
2024-07-22 18:00:00,"17,735","3,068","3,043","3,193","0,035","0,034","0,02","2,792","2,828","2,811","0,005","0,005","0,006"
2024-07-22 17:00:00,"24,339","3,87","1,472","2,098","0,118","0,115","0,098","5,595","5,664","5,641","0,004","0,006","0,006"
2024-07-22 16:00:00,"31,922","5,5","2,767","3,172","0,263","0,264","0,252","6,781","6,862","6,84","0,407","0,409","0,409"
2024-07-22 15:00:00,"33,137","2,895","1,626","2,838","1,295","1,299","1,285","8,537","8,637","8,605","0,058","0,058","0,06"
2024-07-22 14:00:00,"32,383","3,245","2,044","2,54","0,034","0,033","0,021","8,131","8,226","8,197","0,443","0,444","0,445"
2024-07-22 13:00:00,"28,592","4,143","3,236","4,336","0,133","0,13","0,119","5,591","5,66","5,627","0,131","0,129","0,131"
2024-07-22 12:00:00,"35,57","4,819","3,805","6,339","0,037","0,033","1,348","6,828","6,907","6,871","0,608","0,605","0,607"
2024-07-22 11:00:00,"64,305","14,468","10,673","15,375","4,889","2,189","5,376","7,883","7,974","7,932","1,998","1,995","1,99"
2024-07-22 10:00:00,"87,293","24,163","18,81","23,834","7,683","3,957","7,581","6,788","6,872","6,826","3,41","3,407","3,395"
2024-07-22 09:00:00,"92,884","27,708","23,281","26,945","10,371","7,089","10,854","4,953","5,018","4,979","3,273","3,266","3,259"
2024-07-22 08:00:00,"79,023","23,689","24,567","22,772","5,821","3,901","5,963","2,65","2,685","2,661","3,139","3,562","3,124"
2024-07-22 07:00:00,"41,073","12,019","13,905","11,669","0,579","0,579","0,564","1,153","1,169","1,159","1,691","2,194","1,684"
2024-07-22 06:00:00,"13,967","3,893","4,484","5,001","0,035","0,03","0,02","0,195","0,196","0,199","0,193","0,192","0,191"
2024-07-22 05:00:00,"11,641","3,395","3,772","4,48","0,035","0,03","0,02",0,"-0,005","-0,001","0,006","0,006","0,005"
2024-07-22 04:00:00,"11,427","3,252","3,763","4,42","0,035","0,03","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-22 03:00:00,"11,439","3,254","3,765","4,429","0,036","0,03","0,02","-0,001","-0,006","-0,001","0,006","0,005","0,005"
2024-07-22 02:00:00,"11,428","3,247","3,756","4,434","0,035","0,031","0,02","-0,001","-0,006","-0,001","0,006","0,005","0,005"
2024-07-22 01:00:00,"11,59","3,341","3,788","4,469","0,035","0,031","0,02","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-22 00:00:00,"11,791","3,271","4,031","4,497","0,036","0,031","0,02","-0,001","-0,006","-0,001","0,006","0,005","0,005"
2024-07-21 23:00:00,"11,479","3,271","3,757","4,459","0,036","0,031","0,02","-0,001","-0,006","-0,001","0,006","0,005","0,005"
2024-07-21 22:00:00,"11,541","3,221","3,786","4,542","0,036","0,031","0,019","-0,001","-0,006","-0,001","0,006","0,006","0,005"
2024-07-21 21:00:00,"11,628","3,268","3,69","4,38","0,035","0,031","0,019","0,095","0,095","0,099","0,006","0,005","0,005"
2024-07-21 20:00:00,"11,702","2,824","3,305","4,005","0,035","0,031","0,02","0,518","0,526","0,524","0,006","0,005","0,005"
2024-07-21 19:00:00,"11,554","1,411","2,015","2,744","0,035","0,031","0,02","1,783","1,807","1,793","0,006","0,005","0,005"
2024-07-21 18:00:00,"11,763","0,366","0,987","1,791","0,035","0,031","0,02","2,856","2,892","2,872","0,006","0,005","0,005"
2024-07-21 17:00:00,"11,873","-0,551","0,106","0,815","0,035","0,031","0,02","3,81","3,858","3,835","0,005","0,005","0,005"
2024-07-21 16:00:00,"12,024","-1,797","-1,296","-0,608","0,035","0,031","0,02","5,209","5,269","5,247","0,004","0,005","0,006"
2024-07-21 15:00:00,"11,634","0,573","1,171","1,899","0,035","0,031","0,02","2,646","2,68","2,664","0,005","0,005","0,006"
2024-07-21 14:00:00,"11,735","1,314","1,911","2,679","0,035","0,031","0,02","1,93","1,957","1,943","0,006","0,005","0,005"
2024-07-21 13:00:00,"11,625","1,455","2,06","2,786","0,035","0,031","0,02","1,763","1,788","1,774","0,006","0,006","0,005"
2024-07-21 12:00:00,"11,591","1,437","2,051","2,767","0,035","0,031","0,02","1,767","1,791","1,778","0,006","0,005","0,005"
2024-07-21 11:00:00,"11,825","1,228","1,71","2,443","0,035","0,031","0,019","2,135","2,162","2,147","0,006","0,005","0,005"
2024-07-21 10:00:00,"11,686","0,967","1,591","2,301","0,035","0,031","0,02","2,262","2,291","2,276","0,005","0,005","0,005"
2024-07-21 09:00:00,"11,778","0,604","1,206","1,872","0,035","0,031","0,02","2,681","2,716","2,698","0,005","0,005","0,006"
2024-07-21 08:00:00,"11,539","1,595","2,185","2,848","0,035","0,031","0,02","1,626","1,648","1,636","0,006","0,005","0,005"
2024-07-21 07:00:00,"11,709","2,606","3,09","3,785","0,035","0,031","0,02","0,738","0,747","0,743","0,006","0,005","0,005"
2024-07-21 06:00:00,"11,633","3,041","3,612","4,338","0,035","0,031","0,02","0,212","0,215","0,217","0,006","0,005","0,005"
